src,flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate,scheduled_dept_clean,actual_dept_clean,scheduled_arrival_clean,actual_arrival_clean
ord,2011-12-24-UA-843-LAX-ORD,2011-12-24 2:18 PM,,75A,2011-12-24 8:20 PM,,C15,2011-12-24 02:18:00,,2011-12-24 08:20:00,
businesstravellogue,2011-12-10-UA-257-JFK-SFO,02:30 PM  Sat 10-Dec-2011,03:39 PM  Sat 10-Dec-2011,9,06:07 PM  Sat 10-Dec-2011,06:39 PM  Sat 10-Dec-2011,83,,,,
ifly,2011-12-29-UA-3373-IAD-PHL,2011-12-29 8:30 AM,2011-12-29 10:00 AM,,2011-12-29 9:25 AM,2011-12-29 10:57 AM,,2011-12-29 08:30:00,2011-12-29 10:00:00,2011-12-29 09:25:00,2011-12-29 10:57:00
gofox,2011-12-17-UA-2906-PHL-MCO,3:50 PM- Dec 17,3:58 PM- Dec 17,,6:23 PM- Dec 17,6:14 PM- Dec 17,,2017-12-01 03:50:00,2017-12-01 03:58:00,2017-12-01 06:23:00,2017-12-01 06:14:00
orbitz,2011-12-28-AA-649-ORD-SNA,1:30pDec 28,, K8,3:50pDec 28,, 7,,,,
gofox,2011-12-09-UA-664-ORD-PHL,1:33 PM- Dec 09,2:24 PM- Dec 09,,4:31 PM- Dec 09,5:10 PM- Dec 09,,2009-12-01 01:33:00,2009-12-01 02:24:00,2009-12-01 04:31:00,2009-12-01 05:10:00
flylouisville,2011-12-12-AA-3823-LAX-DEN,09:00 PM  Mon 12-Dec-2011,,,12:15 AM  Tue 13-Dec-2011,,,,,2011-12-13 12:15:00,
allegiantair,2011-12-10-AA-3842-MSP-ORD,6:00 AM- Dec 10,6:17 AM- Dec 10,E14,7:30 AM- Dec 10,7:11 AM- Dec 10,H4,2010-12-01 06:00:00,2010-12-01 06:17:00,2010-12-01 07:30:00,2010-12-01 07:11:00
foxbusiness,2011-12-19-AA-4277-CVG-JFK,12:10 PM- Dec 19,12:30 PM- Dec 19,Terminal 2,2:15 PM- Dec 19,2:09 PM- Dec 19,Terminal 8 - 31B,2019-12-01 12:10:00,2019-12-01 12:30:00,2019-12-01 02:15:00,2019-12-01 02:09:00
ua,2011-12-12-UA-1500-IAH-GUA,Mon- Dec 12 8:55 AM,Mon- Dec 12 9:13 AM            Delayed,E8,Mon- Dec 12 11:45 AM,Mon- Dec 12 11:45 AM,15,,,,
helloflight,2011-12-05-UA-3925-IAD-ORF,,12/5/11 9:03 AM (-05:00),,,12/5/11 9:41 AM (-05:00),,,,,
orbitz,2011-12-10-AA-3063-SLC-LAX,8:20pDec 10,8:13pDec 10, A3,9:08pDec 10,, 44F,,,,
panynj,2011-12-27-AA-4344-ORD-DTW,,12:06 PMDec 27,,,2:05 PMDec 27,,,,,
airtravelcenter,2011-12-05-AA-2268-PHX-ORD,,12/5/11 7:19 AM (-07:00),,,12/5/11 11:11 AM (-06:00),,,,,
gofox,2011-12-17-AA-404-MIA-MCO,6:45 AM- Dec 17,6:55 AM- Dec 17,,7:45 AM- Dec 17,7:33 AM- Dec 17,,2017-12-01 06:45:00,2017-12-01 06:55:00,2017-12-01 07:45:00,2017-12-01 07:33:00
panynj,2011-12-10-AA-643-MIA-ORD,7:10 AM- Dec 10,7:27 AM- Dec 10,Terminal D - D40,9:35 AM- Dec 10,9:14 AM- Dec 10,H15,2010-12-01 07:10:00,2010-12-01 07:27:00,2010-12-01 09:35:00,2010-12-01 09:14:00
flightview,2011-12-09-AA-431-MIA-SFO,8:35 AM- Dec 09,8:41 AM- Dec 09,D16,11:50 AM- Dec 09,11:19 AM- Dec 09,Terminal 2 - 57,2009-12-01 08:35:00,2009-12-01 08:41:00,2009-12-01 11:50:00,2009-12-01 11:19:00
travelocity,2011-12-02-AA-1279-DFW-PHX,Dec 02 - 1:00pm,Dec 02 - 1:05pm,C2/C,Dec 02 - 2:35pm,Dec 02 - 2:51pm,4/3,2002-12-01 13:00:00,2002-12-01 13:05:00,2002-12-01 14:35:00,2002-12-01 14:51:00
travelocity,2011-12-03-AA-3786-IAH-ORD,Dec 03 - 4:00pm,Dec 03 - 3:57pm,A29,Dec 03 - 6:40pm,Dec 03 - 6:09pm,G9/T3,2003-12-01 16:00:00,2003-12-01 15:57:00,2003-12-01 18:40:00,2003-12-01 18:09:00
ifly,2011-12-13-AA-59-JFK-SFO,2011-12-13 7:10 AM,2011-12-13 7:08 AM,,2011-12-13 10:45 AM,2011-12-13 10:52 AM,,2011-12-13 07:10:00,2011-12-13 07:08:00,2011-12-13 10:45:00,2011-12-13 10:52:00
mytripandmore,2011-12-16-UA-382-IAD-LAX,12:33pDec 16,12:32pDec 16, C27,2:08pDec 16,, -,,,,
allegiantair,2011-12-13-AA-271-MIA-LAX,11:35 AM- Dec 13,12:08 PM- Dec 13,D32,2:25 PM- Dec 13,2:16 PM- Dec 13,Terminal 4 - 46A,2013-12-01 11:35:00,2013-12-01 12:08:00,2013-12-01 02:25:00,2013-12-01 02:16:00
aa,2012-01-02-AA-1917-JFK-MCO,January 2- 2012               02:55 PM    ,January 2- 2012               03:03 PM    , 7,January 2- 2012               05:55 PM    ,January 2- 2012               06:30 PM    , 16    ,2012-01-02 02:55:00,2012-01-02 03:03:00,2012-01-02 05:55:00,2012-01-02 06:30:00
world-flight-tracker,2011-12-15-AA-3842-MSP-ORD,2011-12-15 6:00 AM,2011-12-15 5:59 AM,,2011-12-15 7:30 AM,2011-12-15 7:42 AM,,2011-12-15 06:00:00,2011-12-15 05:59:00,2011-12-15 07:30:00,2011-12-15 07:42:00
foxbusiness,2012-01-03-AA-3979-CVG-ORD,7:30 AM- Jan 03,8:04 AM- Jan 03,Terminal 2,8:00 AM- Jan 03,8:05 AM- Jan 03,H2,2003-01-01 07:30:00,2003-01-01 08:04:00,2003-01-01 08:00:00,2003-01-01 08:05:00
flightview,2011-12-08-AA-1640-MIA-MCO,6:30 PM- Dec 08,,,7:25 PM- Dec 08,,,2008-12-01 06:30:00,,2008-12-01 07:25:00,
flylouisville,2011-12-19-AA-1640-MIA-MCO,06:30 PM  Mon 19-Dec-2011,,D42,07:25 PM  Mon 19-Dec-2011,,14,,,,
gofox,2011-12-22-AA-3979-CVG-ORD,7:30 AM- Dec 22,7:42 AM- Dec 22,,8:00 AM- Dec 22,7:47 AM- Dec 22,,2022-12-01 07:30:00,2022-12-01 07:42:00,2022-12-01 08:00:00,2022-12-01 07:47:00
flightstats,2011-12-08-UA-854-SFO-IAH,2011-12-08 7:53 AM,2011-12-08 7:49 AM,,2011-12-08 1:39 PM,2011-12-08 1:17 PM,,2011-12-08 07:53:00,2011-12-08 07:49:00,2011-12-08 01:39:00,2011-12-08 01:17:00
foxbusiness,2012-01-03-AA-415-BOS-ORD,,8:49 AMJan 03,,,9:53 AMJan 03,,,,,
flylouisville,2011-12-20-UA-248-PHX-ORD,2011-12-20 12:46 PM,,3,2011-12-20 05:07 PM,,C29,2011-12-20 12:46:00,,2011-12-20 05:07:00,
boston,2011-12-07-AA-3756-ORD-SLC,12:15 PM- Dec 07,12:30 PM- Dec 07,,2:45 PM- Dec 07,2:41 PM- Dec 07,,2007-12-01 12:15:00,2007-12-01 12:30:00,2007-12-01 02:45:00,2007-12-01 02:41:00
orbitz,2011-12-10-AA-415-BOS-ORD,8:35aDec 10,8:30aDec 10, B31,10:40aDec 10,10:11aDec 10, K18,,,,
flightview,2011-12-11-AA-1886-BOS-MIA,,11:00 AMDec 11,,,2:03 PMDec 11,,,,,
boston,2011-12-25-UA-2708-EWR-CLT,,3:08 PMDec 25,,,4:40 PMDec 25,,,,,
travelocity,2011-12-20-AA-1279-DFW-PHX,Dec 20 - 1:00pm,Dec 20 - 1:05pm,C2/C,Dec 20 - 2:35pm,Dec 20 - 2:32pm,4/3,2020-12-01 13:00:00,2020-12-01 13:05:00,2020-12-01 14:35:00,2020-12-01 14:32:00
panynj,2011-12-30-UA-6273-YYC-SFO,,8:19 AMDec 30,,,10:11 AMDec 30,,,,,
quicktrip,2011-12-02-AA-484-DFW-MIA,2011-12-02 4:15 PM,2011-12-02 4:59 PM,,2011-12-02 7:55 PM,2011-12-02 8:19 PM,,2011-12-02 04:15:00,2011-12-02 04:59:00,2011-12-02 07:55:00,2011-12-02 08:19:00
flylouisville,2012-01-02-AA-4277-CVG-JFK,12:10 PM  Mon 02-Jan-2012,12:03 PM  Mon 02-Jan-2012,1,02:15 PM  Mon 02-Jan-2012,02:32 PM  Mon 02-Jan-2012,C32H,,,,
usatoday,2012-01-03-AA-222-LAX-BOS,2012-01-03 7:10 AM,2012-01-03 7:09 AM,,2012-01-03 3:30 PM,2012-01-03 3:32 PM,,2012-01-03 07:10:00,2012-01-03 07:09:00,2012-01-03 03:30:00,2012-01-03 03:32:00
allegiantair,2011-12-25-AA-2050-ORD-MIA,10:40 AM- Dec 25,11:58 AM- Dec 25,K16,2:45 PM- Dec 25,3:33 PM- Dec 25,Terminal D - D14,2025-12-01 10:40:00,2025-12-01 11:58:00,2025-12-01 02:45:00,2025-12-01 03:33:00
quicktrip,2011-12-15-AA-1434-DFW-MCO,2011-12-15 7:15 AM,2011-12-15 7:20 AM,,2011-12-15 10:35 AM,2011-12-15 10:43 AM,,2011-12-15 07:15:00,2011-12-15 07:20:00,2011-12-15 10:35:00,2011-12-15 10:43:00
aa,2012-01-01-AA-3979-CVG-ORD,January 1- 2012               07:30 AM    ,January 1- 2012               07:20 AM    , 1,January 1- 2012               08:00 AM    ,January 1- 2012               07:36 AM    , H2    ,2012-01-01 07:30:00,2012-01-01 07:20:00,2012-01-01 08:00:00,2012-01-01 07:36:00
ua,2011-12-09-UA-248-PHX-ORD,Fri- Dec 9 12:57 PM,Fri- Dec 9 12:57 PM            On Time,3,Fri- Dec 9 5:15 PM,Fri- Dec 9 5:28 PM,B5,2009-12-01 12:57:00,,2009-12-01 05:15:00,2009-12-01 05:28:00
gofox,2011-12-08-AA-2050-ORD-MIA,10:40 AM- Dec 08,10:51 AM- Dec 08,,2:45 PM- Dec 08,2:32 PM- Dec 08,,2008-12-01 10:40:00,2008-12-01 10:51:00,2008-12-01 02:45:00,2008-12-01 02:32:00
flights,2011-12-10-UA-2704-DTW-PHX,,2011-12-10 11:12 AM,D14,,2011-12-10 01:32 PM,A17,,2011-12-10 11:12:00,,2011-12-10 01:32:00
boston,2012-01-03-UA-1500-IAH-GUA,9:30 AM- Jan 03,9:55 AM- Jan 03,,12:21 PM- Jan 03,12:27 PM- Jan 03&nbsp(Estimated),,2003-01-01 09:30:00,2003-01-01 09:55:00,2003-01-01 12:21:00,
flights,2011-12-29-UA-2314-ATL-PHL,,2011-12-29 02:49 PM,D23,,2011-12-29 04:42 PM,C17,,2011-12-29 02:49:00,,2011-12-29 04:42:00
flightview,2011-12-14-UA-2726-FLL-PHL,4:00 PM- Dec 14,4:08 PM- Dec 14,Terminal 3 - E1,6:46 PM- Dec 14,6:46 PM- Dec 14,B6,2014-12-01 04:00:00,2014-12-01 04:08:00,2014-12-01 06:46:00,2014-12-01 06:46:00
airtravelcenter,2011-12-13-AA-484-DFW-MIA,,12/13/11 4:52 PM (-06:00),,,12/13/11 8:09 PM (-05:00),,,,,
quicktrip,2011-12-11-AA-2050-ORD-MIA,2011-12-11 10:40 AM,2011-12-11 10:42 AM,,2011-12-11 2:45 PM,2011-12-11 2:36 PM,,2011-12-11 10:40:00,2011-12-11 10:42:00,2011-12-11 02:45:00,2011-12-11 02:36:00
world-flight-tracker,2011-12-11-UA-233-LAX-JFK,2011-12-11 4:20 PM,2011-12-11 4:22 PM (Estimated runway),,2011-12-11 12:29 AM,2011-12-11 12:03 AM (Estimated runway),,2011-12-11 04:20:00,,2011-12-11 12:29:00,
ifly,2011-12-29-AA-1664-MIA-ATL,2011-12-29 10:15 AM,2011-12-29 10:15 AM,,2011-12-29 12:10 PM,2011-12-29 12:13 PM,,2011-12-29 10:15:00,2011-12-29 10:15:00,2011-12-29 12:10:00,2011-12-29 12:13:00
gofox,2011-12-28-AA-3823-LAX-DEN,9:00 PM- Dec 28,,,12:15 AM- Dec 29,,,2028-12-01 09:00:00,,2029-12-01 12:15:00,
flytecomm,2011-12-30-AA-3842-MSP-ORD,,12/30/11 6:10 AM (-06:00),,,12/30/11 7:07 AM (-06:00),,,,,
flylouisville,2011-12-16-AA-3468-CVG-MIA,07:00 AM  Fri 16-Dec-2011,07:01 AM  Fri 16-Dec-2011,1,09:55 AM  Fri 16-Dec-2011,09:41 AM  Fri 16-Dec-2011,D55,2011-12-16 07:00:00,2011-12-16 07:01:00,2011-12-16 09:55:00,2011-12-16 09:41:00
orbitz,2011-12-13-UA-1500-IAH-GUA,8:55aDec 13,9:18aDec 13, E3,12:29pDec 13,, 15,,,,
flightwise,2011-12-03-AA-518-MIA-JFK,2011-12-03 06:30AM EST,2011-12-03 06:42AM EST, D16 ,2011-12-03 08:55AM EST,2011-12-03 08:53AM EST, 12 ,2011-12-03 06:30:00,2011-12-03 06:42:00,2011-12-03 08:55:00,2011-12-03 08:53:00
flytecomm,2011-12-19-AA-3823-LAX-DEN,,12/19/11 9:10 PM (-08:00),,,12/19/11 11:58 PM (-07:00),,,,,
panynj,2011-12-18-AA-431-MIA-SFO,8:35 AM- Dec 18,8:47 AM- Dec 18,D40,11:50 AM- Dec 18,11:24 AM- Dec 18,Terminal 2 - 57,2018-12-01 08:35:00,2018-12-01 08:47:00,2018-12-01 11:50:00,2018-12-01 11:24:00
flights,2011-12-30-AA-59-JFK-SFO,07:10 AM  Fri 30-Dec-2011,07:08 AM  Fri 30-Dec-2011,C42,10:45 AM  Fri 30-Dec-2011,10:43 AM  Fri 30-Dec-2011,57,2011-12-30 07:10:00,2011-12-30 07:08:00,2011-12-30 10:45:00,2011-12-30 10:43:00
flightstats,2011-12-04-AA-59-JFK-SFO,2011-12-04 7:10 AM,2011-12-04 7:33 AM,,2011-12-04 10:45 AM,2011-12-04 10:37 AM,,2011-12-04 07:10:00,2011-12-04 07:33:00,2011-12-04 10:45:00,2011-12-04 10:37:00
panynj,2011-12-05-UA-3515-IAD-MSP,,8:25 AMDec 05,,,9:51 AMDec 05,,,,,
flytecomm,2011-12-09-AA-1221-MCO-ORD,,12/9/11 8:14 PM (-05:00),,,12/9/11 9:30 PM (-06:00),,,,,
flightstats,2011-12-04-AA-222-LAX-BOS,2011-12-04 7:10 AM,2011-12-04 7:23 AM,,2011-12-04 3:30 PM,2011-12-04 3:08 PM,,2011-12-04 07:10:00,2011-12-04 07:23:00,2011-12-04 03:30:00,2011-12-04 03:08:00
flights,2011-12-04-UA-2830-MCO-CLT,03:27 PM  Sun 04-Dec-2011,03:28 PM  Sun 04-Dec-2011,56,05:05 PM  Sun 04-Dec-2011,04:56 PM  Sun 04-Dec-2011,B10,2011-12-04 03:27:00,2011-12-04 03:28:00,2011-12-04 05:05:00,2011-12-04 04:56:00
flights,2012-01-01-UA-62-IAH-EWR,,2012-01-01 02:35 PM,39,,2012-01-01 07:06 PM,128,,2012-01-01 02:35:00,,2012-01-01 07:06:00
quicktrip,2011-12-15-AA-466-IAH-MIA,2011-12-15 6:00 AM,2011-12-15 6:01 AM,,2011-12-15 9:20 AM,2011-12-15 9:17 AM,,2011-12-15 06:00:00,2011-12-15 06:01:00,2011-12-15 09:20:00,2011-12-15 09:17:00
flightview,2011-12-17-UA-3925-IAD-ORF,,8:55 AMDec 17,,,9:33 AMDec 17,,,,,
mytripandmore,2011-12-24-AA-59-JFK-SFO,7:10aDec 24,7:03aDec 24, 46,10:45aDec 24,10:14aDec 24, 58B,,,,
flightarrival,2011-12-19-UA-2708-EWR-CLT,2011-12-19 2:55 PM,2011-12-19 2:53 PM,,2011-12-19 4:53 PM,2011-12-19 4:31 PM,,2011-12-19 02:55:00,2011-12-19 02:53:00,2011-12-19 04:53:00,2011-12-19 04:31:00
flights,2011-12-26-AA-1640-MIA-MCO,06:30 PM  Mon 26-Dec-2011,,D49,07:25 PM  Mon 26-Dec-2011,,14,,,,
weather,2012-01-02-AA-616-DFW-DTW,2012-01-02 09:05 AM,2012-01-02 09:15 AM,,2012-01-02 12:35 PM,2012-01-02 12:23 PM,,2012-01-02 09:05:00,2012-01-02 09:15:00,2012-01-02 12:35:00,2012-01-02 12:23:00
myrateplan,2011-12-01-AA-4307-ORD-DTW,,12/1/11 6:56 PM (-06:00),,,12/1/11 8:38 PM (-05:00),,,,,
businesstravellogue,2011-12-20-AA-518-MIA-JFK,06:30 AM  Tue 20-Dec-2011,06:27 AM  Tue 20-Dec-2011,D11,09:15 AM  Tue 20-Dec-2011,09:13 AM  Tue 20-Dec-2011,B12,2011-12-20 06:30:00,2011-12-20 06:27:00,2011-12-20 09:15:00,2011-12-20 09:13:00
allegiantair,2011-12-17-UA-2314-ATL-PHL,,3:32 PMDec 17,,,5:00 PMDec 17,,,,,
flightexplorer,2011-12-12-AA-222-LAX-BOS,,12/12/2011 7:26AM PST,,,12/12/2011 3:05PM EST,,,2011-12-12 07:26:00,,2011-12-12 15:05:00
travelocity,2011-12-22-AA-466-IAH-MIA,Dec 22 - 6:00am,Dec 22 - 6:44am,A27,Dec 22 - 9:20am,Dec 22 - 9:58am,D32,2022-12-01 06:00:00,2022-12-01 06:44:00,2022-12-01 09:20:00,2022-12-01 09:58:00
flylouisville,2011-12-04-AA-1165-JFK-MIA,06:59 AM  Sun 04-Dec-2011,07:20 AM  Sun 04-Dec-2011,C36,10:34 AM  Sun 04-Dec-2011,09:55 AM  Sun 04-Dec-2011,D2,2011-12-04 06:59:00,2011-12-04 07:20:00,2011-12-04 10:34:00,2011-12-04 09:55:00
wunderground,2011-12-08-AA-3823-LAX-DEN,2011-12-08 09:55PM PST,2011-12-08 09:55PM PST, 44F ,2011-12-08 12:42AM MST,2011-12-08 12:44AM MST, A49 ,2011-12-08 21:55:00,2011-12-08 21:55:00,2011-12-08 12:42:00,2011-12-08 12:44:00
flightarrival,2011-12-18-AA-446-DFW-PHL,11:50 AM- Dec 18,12:12 PM- Dec 18,,3:50 PM- Dec 18,3:59 PM- Dec 18,,2018-12-01 11:50:00,2018-12-01 12:12:00,2018-12-01 03:50:00,2018-12-01 03:59:00
flightview,2011-12-17-AA-446-DFW-PHL,11:50 AM- Dec 17,12:18 PM- Dec 17,C37,3:50 PM- Dec 17,3:56 PM- Dec 17,A9,2017-12-01 11:50:00,2017-12-01 12:18:00,2017-12-01 03:50:00,2017-12-01 03:56:00
allegiantair,2011-12-10-AA-446-DFW-PHL,11:50 AM- Dec 10,12:08 PM- Dec 10,D18,3:50 PM- Dec 10,4:00 PM- Dec 10,A9,2010-12-01 11:50:00,2010-12-01 12:08:00,2010-12-01 03:50:00,2010-12-01 04:00:00
foxbusiness,2011-12-16-UA-858-PVG-SFO,,1:45 PMDec 16,,,8:11 AMDec 16,,,,,
flightstats,2011-12-03-AA-3809-PHX-LAX,2011-12-03 6:00 AM,2011-12-03 6:07 AM,,2011-12-03 6:40 AM,2011-12-03 6:18 AM,,2011-12-03 06:00:00,2011-12-03 06:07:00,2011-12-03 06:40:00,2011-12-03 06:18:00
myrateplan,2011-12-02-AA-518-MIA-JFK,,12/2/11 6:55 AM (-05:00),,,12/2/11 9:20 AM (-05:00),,,,,
flightexplorer,2012-01-03-AA-484-DFW-MIA,,1/3/2012 4:34PM CST,,,1/3/2012 7:43PM EST,,,,,2012-01-03 19:43:00
flytecomm,2011-12-07-AA-4277-CVG-JFK,,12/7/11 12:16 PM (-05:00),,,12/7/11 1:33 PM (-05:00),,,,,
aa,2011-12-05-AA-518-MIA-JFK,12/05/2011 06:30 AM,12/05/2011 06:50 AM,D24,12/05/2011 09:15 AM,12/05/2011 09:20 AM,33,2011-12-05 06:30:00,2011-12-05 06:50:00,2011-12-05 09:15:00,2011-12-05 09:20:00
quicktrip,2011-12-26-AA-3786-IAH-ORD,2011-12-26 4:00 PM,2011-12-26 4:05 PM,,2011-12-26 6:40 PM,2011-12-26 6:36 PM,,2011-12-26 04:00:00,2011-12-26 04:05:00,2011-12-26 06:40:00,2011-12-26 06:36:00
